State,Age Group,Gender,Race,Poverty Rate,Year
Massachusetts,19-64,Female,AfricanAmerican,0.001377,2016
Massachusetts,19-64,Female,Hispanic,0.001782,2016
Massachusetts,19-64,Female,Asian,0.000972,2016
Massachusetts,19-64,Female,AmericanIndian,0,2016
Massachusetts,19-64,Female,OtherPacific_Islander,0.001053,2016
Massachusetts,19-64,Female,TwoOrMore_Races,0.000729,2016
Massachusetts,65+,Male,NonHispanic_White,0.00027,2016
Massachusetts,65+,Male,AfricanAmerican,0.000918,2016
Massachusetts,65+,Male,Hispanic,0.001188,2016
Massachusetts,65+,Male,Asian,0.000648,2016
Massachusetts,65+,Male,AmericanIndian,0,2016
Massachusetts,65+,Male,OtherPacific_Islander,0.000702,2016
Massachusetts,65+,Male,TwoOrMore_Races,0.000486,2016
Massachusetts,65+,Female,NonHispanic_White,0.000405,2016
Massachusetts,65+,Female,AfricanAmerican,0.001377,2016
Massachusetts,65+,Female,Hispanic,0.001782,2016
Massachusetts,65+,Female,Asian,0.000972,2016
Massachusetts,65+,Female,AmericanIndian,0,2016
Massachusetts,65+,Female,OtherPacific_Islander,0.001053,2016
Massachusetts,65+,Female,TwoOrMore_Races,0.000729,2016
Michigan,0-18,Male,NonHispanic_White,0.00108,2016
Michigan,0-18,Male,AfricanAmerican,0.00312,2016
Michigan,0-18,Male,Hispanic,0.00204,2016
Michigan,0-18,Male,Asian,0.00204,2016
Michigan,0-18,Male,AmericanIndian,0.00192,2016
Michigan,0-18,Male,OtherPacific_Islander,0.00228,2016
Michigan,0-18,Male,TwoOrMore_Races,0.00144,2016
Michigan,0-18,Female,NonHispanic_White,0.001296,2016
Michigan,0-18,Female,AfricanAmerican,0.003744,2016
Michigan,0-18,Female,Hispanic,0.002448,2016
Michigan,0-18,Female,Asian,0.002448,2016
Michigan,0-18,Female,AmericanIndian,0.002304,2016
Michigan,0-18,Female,OtherPacific_Islander,0.002736,2016
Michigan,0-18,Female,TwoOrMore_Races,0.001728,2016
Michigan,19-64,Male,NonHispanic_White,0.00108,2016
Michigan,19-64,Male,AfricanAmerican,0.00312,2016
Michigan,19-64,Male,Hispanic,0.00204,2016
Michigan,19-64,Male,Asian,0.00204,2016
Michigan,19-64,Male,AmericanIndian,0.00192,2016
Michigan,19-64,Male,OtherPacific_Islander,0.00228,2016
Michigan,19-64,Male,TwoOrMore_Races,0.00144,2016
Michigan,19-64,Female,NonHispanic_White,0.001296,2016
Michigan,19-64,Female,AfricanAmerican,0.003744,2016
Michigan,19-64,Female,Hispanic,0.002448,2016
Michigan,19-64,Female,Asian,0.002448,2016
Michigan,19-64,Female,AmericanIndian,0.002304,2016
Michigan,19-64,Female,OtherPacific_Islander,0.002736,2016
Michigan,19-64,Female,TwoOrMore_Races,0.001728,2016
Michigan,65+,Male,NonHispanic_White,0.00108,2016
Michigan,65+,Male,AfricanAmerican,0.00312,2016
Michigan,65+,Male,Hispanic,0.00204,2016
Michigan,65+,Male,Asian,0.00204,2016
Michigan,65+,Male,AmericanIndian,0.00192,2016
Michigan,65+,Male,OtherPacific_Islander,0.00228,2016
Michigan,65+,Male,TwoOrMore_Races,0.00144,2016
Michigan,65+,Female,NonHispanic_White,0.001296,2016
Michigan,65+,Female,AfricanAmerican,0.003744,2016
Michigan,65+,Female,Hispanic,0.002448,2016
Michigan,65+,Female,Asian,0.002448,2016
Michigan,65+,Female,AmericanIndian,0.002304,2016
Michigan,65+,Female,OtherPacific_Islander,0.002736,2016
Michigan,65+,Female,TwoOrMore_Races,0.001728,2016
Minnesota,0-18,Male,NonHispanic_White,0.00021,2016
Minnesota,0-18,Male,AfricanAmerican,0.001092,2016
Minnesota,0-18,Male,Hispanic,0.000588,2016
Minnesota,0-18,Male,Asian,0.00042,2016
Minnesota,0-18,Male,AmericanIndian,0.001008,2016
Minnesota,0-18,Male,OtherPacific_Islander,0.00063,2016
Minnesota,0-18,Male,TwoOrMore_Races,0.000294,2016
Minnesota,0-18,Female,NonHispanic_White,0.000245,2016
Minnesota,0-18,Female,AfricanAmerican,0.001274,2016
Minnesota,0-18,Female,Hispanic,0.000686,2016
Minnesota,0-18,Female,Asian,0.00049,2016
Minnesota,0-18,Female,AmericanIndian,0.001176,2016
Minnesota,0-18,Female,OtherPacific_Islander,0.000735,2016
Minnesota,0-18,Female,TwoOrMore_Races,0.000343,2016
Minnesota,19-64,Male,NonHispanic_White,0.00021,2016
Minnesota,19-64,Male,AfricanAmerican,0.001092,2016
Minnesota,19-64,Male,Hispanic,0.000588,2016
Minnesota,19-64,Male,Asian,0.00042,2016
Minnesota,19-64,Male,AmericanIndian,0.001008,2016
Minnesota,19-64,Male,OtherPacific_Islander,0.00063,2016
Minnesota,19-64,Male,TwoOrMore_Races,0.000294,2016
Minnesota,19-64,Female,NonHispanic_White,0.000245,2016
Minnesota,19-64,Female,AfricanAmerican,0.001274,2016
Minnesota,19-64,Female,Hispanic,0.000686,2016
Minnesota,19-64,Female,Asian,0.00049,2016
Minnesota,19-64,Female,AmericanIndian,0.001176,2016
Minnesota,19-64,Female,OtherPacific_Islander,0.000735,2016
Minnesota,19-64,Female,TwoOrMore_Races,0.000343,2016
Minnesota,65+,Male,NonHispanic_White,0.00021,2016
Minnesota,65+,Male,AfricanAmerican,0.001092,2016
Minnesota,65+,Male,Hispanic,0.000588,2016
Minnesota,65+,Male,Asian,0.00042,2016
Minnesota,65+,Male,AmericanIndian,0.001008,2016
Minnesota,65+,Male,OtherPacific_Islander,0.00063,2016
Minnesota,65+,Male,TwoOrMore_Races,0.000294,2016
Minnesota,65+,Female,NonHispanic_White,0.000245,2016
Minnesota,65+,Female,AfricanAmerican,0.001274,2016
Minnesota,65+,Female,Hispanic,0.000686,2016
Minnesota,65+,Female,Asian,0.00049,2016
Minnesota,65+,Female,AmericanIndian,0.001176,2016
Minnesota,65+,Female,OtherPacific_Islander,0.000735,2016
Minnesota,65+,Female,TwoOrMore_Races,0.000343,2016
Mississippi,0-18,Male,NonHispanic_White,0.00252,2016
Mississippi,0-18,Male,AfricanAmerican,0.00756,2016
Mississippi,0-18,Male,Hispanic,0.004788,2016
Mississippi,0-18,Male,Asian,0,2016
Mississippi,0-18,Male,AmericanIndian,0.011088,2016
Mississippi,0-18,Male,OtherPacific_Islander,0.008064,2016
Mississippi,0-18,Male,TwoOrMore_Races,0.004536,2016
Mississippi,0-18,Female,NonHispanic_White,0.00342,2016
Mississippi,0-18,Female,AfricanAmerican,0.01026,2016
Mississippi,0-18,Female,Hispanic,0.006498,2016
Mississippi,0-18,Female,Asian,0,2016
Mississippi,0-18,Female,AmericanIndian,0.015048,2016
Mississippi,0-18,Female,OtherPacific_Islander,0.010944,2016
Mississippi,0-18,Female,TwoOrMore_Races,0.006156,2016
Mississippi,19-64,Male,NonHispanic_White,0.00252,2016
Mississippi,19-64,Male,AfricanAmerican,0.00756,2016
Mississippi,19-64,Male,Hispanic,0.004788,2016
Mississippi,19-64,Male,Asian,0,2016
Mississippi,19-64,Male,AmericanIndian,0.011088,2016
Mississippi,19-64,Male,OtherPacific_Islander,0.008064,2016
Mississippi,19-64,Male,TwoOrMore_Races,0.004536,2016
Mississippi,19-64,Female,NonHispanic_White,0.00342,2016
Mississippi,19-64,Female,AfricanAmerican,0.01026,2016
Mississippi,19-64,Female,Hispanic,0.006498,2016
Mississippi,19-64,Female,Asian,0,2016
Mississippi,19-64,Female,AmericanIndian,0.015048,2016
Mississippi,19-64,Female,OtherPacific_Islander,0.010944,2016
Mississippi,19-64,Female,TwoOrMore_Races,0.006156,2016
Mississippi,65+,Male,NonHispanic_White,0.00252,2016
Mississippi,65+,Male,AfricanAmerican,0.00756,2016
Mississippi,65+,Male,Hispanic,0.004788,2016
Mississippi,65+,Male,Asian,0,2016
Mississippi,65+,Male,AmericanIndian,0.011088,2016
Mississippi,65+,Male,OtherPacific_Islander,0.008064,2016
Mississippi,65+,Male,TwoOrMore_Races,0.004536,2016
Mississippi,65+,Female,NonHispanic_White,0.00342,2016
Mississippi,65+,Female,AfricanAmerican,0.01026,2016
Mississippi,65+,Female,Hispanic,0.006498,2016
Mississippi,65+,Female,Asian,0,2016
Mississippi,65+,Female,AmericanIndian,0.015048,2016
Mississippi,65+,Female,OtherPacific_Islander,0.010944,2016
Mississippi,65+,Female,TwoOrMore_Races,0.006156,2016
Missouri,0-18,Male,NonHispanic_White,0.00099,2016
Missouri,0-18,Male,AfricanAmerican,0.00198,2016
Missouri,0-18,Male,Hispanic,0.00198,2016
Missouri,0-18,Male,Asian,0.001188,2016
Missouri,0-18,Male,AmericanIndian,0.001683,2016
Missouri,0-18,Male,OtherPacific_Islander,0.002079,2016
Missouri,0-18,Male,TwoOrMore_Races,0.001089,2016
Missouri,0-18,Female,NonHispanic_White,0.00132,2016
Missouri,0-18,Female,AfricanAmerican,0.00264,2016
Missouri,0-18,Female,Hispanic,0.00264,2016
Missouri,0-18,Female,Asian,0.001584,2016
Missouri,0-18,Female,AmericanIndian,0.002244,2016
Missouri,0-18,Female,OtherPacific_Islander,0.002772,2016
Missouri,0-18,Female,TwoOrMore_Races,0.001452,2016
Missouri,19-64,Male,NonHispanic_White,0.00099,2016
Missouri,19-64,Male,AfricanAmerican,0.00198,2016
Missouri,19-64,Male,Hispanic,0.00198,2016
Missouri,19-64,Male,Asian,0.001188,2016
Missouri,19-64,Male,AmericanIndian,0.001683,2016
Missouri,19-64,Male,OtherPacific_Islander,0.002079,2016
Missouri,19-64,Male,TwoOrMore_Races,0.001089,2016
Missouri,19-64,Female,NonHispanic_White,0.00132,2016
Missouri,19-64,Female,AfricanAmerican,0.00264,2016
Missouri,19-64,Female,Hispanic,0.00264,2016
Missouri,19-64,Female,Asian,0.001584,2016
Missouri,19-64,Female,AmericanIndian,0.002244,2016
Missouri,19-64,Female,OtherPacific_Islander,0.002772,2016
Missouri,19-64,Female,TwoOrMore_Races,0.001452,2016
Missouri,65+,Male,NonHispanic_White,0.00099,2016
Missouri,65+,Male,AfricanAmerican,0.00198,2016
Missouri,65+,Male,Hispanic,0.00198,2016
Missouri,65+,Male,Asian,0.001188,2016
Missouri,65+,Male,AmericanIndian,0.001683,2016
Missouri,65+,Male,OtherPacific_Islander,0.002079,2016
Missouri,65+,Male,TwoOrMore_Races,0.001089,2016
Missouri,65+,Female,NonHispanic_White,0.00132,2016
Missouri,65+,Female,AfricanAmerican,0.00264,2016
Missouri,65+,Female,Hispanic,0.00264,2016
Missouri,65+,Female,Asian,0.001584,2016
Missouri,65+,Female,AmericanIndian,0.002244,2016
Missouri,65+,Female,OtherPacific_Islander,0.002772,2016
Missouri,65+,Female,TwoOrMore_Races,0.001452,2016
Montana,0-18,Male,NonHispanic_White,0.0011,2016
Montana,0-18,Male,AfricanAmerican,0,2016
Montana,0-18,Male,Hispanic,0.0011,2016
Montana,0-18,Male,Asian,0,2016
Montana,0-18,Male,AmericanIndian,0.00231,2016
Montana,0-18,Male,OtherPacific_Islander,0.00187,2016
Montana,0-18,Male,TwoOrMore_Races,0.00121,2016
Montana,0-18,Female,NonHispanic_White,0.0011,2016
Montana,0-18,Female,AfricanAmerican,0,2016
Montana,0-18,Female,Hispanic,0.0011,2016
Montana,0-18,Female,Asian,0,2016
Montana,0-18,Female,AmericanIndian,0.00231,2016
Montana,0-18,Female,OtherPacific_Islander,0.00187,2016
Montana,0-18,Female,TwoOrMore_Races,0.00121,2016
Montana,19-64,Male,NonHispanic_White,0.0011,2016
Montana,19-64,Male,AfricanAmerican,0,2016
Montana,19-64,Male,Hispanic,0.0011,2016
Montana,19-64,Male,Asian,0,2016
Montana,19-64,Male,AmericanIndian,0.00231,2016
Montana,19-64,Male,OtherPacific_Islander,0.00187,2016
Montana,19-64,Male,TwoOrMore_Races,0.00121,2016
Montana,19-64,Female,NonHispanic_White,0.0011,2016
Montana,19-64,Female,AfricanAmerican,0,2016
Montana,19-64,Female,Hispanic,0.0011,2016
Montana,19-64,Female,Asian,0,2016
Montana,19-64,Female,AmericanIndian,0.00231,2016
Montana,19-64,Female,OtherPacific_Islander,0.00187,2016
Montana,19-64,Female,TwoOrMore_Races,0.00121,2016
Montana,65+,Male,NonHispanic_White,0.0011,2016
Montana,65+,Male,AfricanAmerican,0,2016
Montana,65+,Male,Hispanic,0.0011,2016
Montana,65+,Male,Asian,0,2016
Montana,65+,Male,AmericanIndian,0.00231,2016
Montana,65+,Male,OtherPacific_Islander,0.00187,2016
Montana,65+,Male,TwoOrMore_Races,0.00121,2016
Montana,65+,Female,NonHispanic_White,0.0011,2016
Montana,65+,Female,AfricanAmerican,0,2016
Montana,65+,Female,Hispanic,0.0011,2016
Montana,65+,Female,Asian,0,2016
Montana,65+,Female,AmericanIndian,0.00231,2016
Montana,65+,Female,OtherPacific_Islander,0.00187,2016
Montana,65+,Female,TwoOrMore_Races,0.00121,2016
Nebraska,0-18,Male,NonHispanic_White,0.00056,2016
Nebraska,0-18,Male,AfricanAmerican,0.00208,2016
Nebraska,0-18,Male,Hispanic,0.00168,2016
Nebraska,0-18,Male,Asian,0.00144,2016
Nebraska,0-18,Male,AmericanIndian,0.00192,2016
Nebraska,0-18,Male,OtherPacific_Islander,0,2016
Nebraska,0-18,Male,TwoOrMore_Races,0.0008,2016
Nebraska,0-18,Female,NonHispanic_White,0.0007,2016
Nebraska,0-18,Female,AfricanAmerican,0.0026,2016
Nebraska,0-18,Female,Hispanic,0.0021,2016
Nebraska,0-18,Female,Asian,0.0018,2016
Nebraska,0-18,Female,AmericanIndian,0.0024,2016
Nebraska,0-18,Female,OtherPacific_Islander,0,2016
Nebraska,0-18,Female,TwoOrMore_Races,0.001,2016
Nebraska,19-64,Male,NonHispanic_White,0.00056,2016
Nebraska,19-64,Male,AfricanAmerican,0.00208,2016
Nebraska,19-64,Male,Hispanic,0.00168,2016
Nebraska,19-64,Male,Asian,0.00144,2016
Nebraska,19-64,Male,AmericanIndian,0.00192,2016
Nebraska,19-64,Male,OtherPacific_Islander,0,2016
Nebraska,19-64,Male,TwoOrMore_Races,0.0008,2016
Nebraska,19-64,Female,NonHispanic_White,0.0007,2016
Nebraska,19-64,Female,AfricanAmerican,0.0026,2016
Nebraska,19-64,Female,Hispanic,0.0021,2016
Nebraska,19-64,Female,Asian,0.0018,2016
Nebraska,19-64,Female,AmericanIndian,0.0024,2016
Nebraska,19-64,Female,OtherPacific_Islander,0,2016
Nebraska,19-64,Female,TwoOrMore_Races,0.001,2016
Nebraska,65+,Male,NonHispanic_White,0.00056,2016
Nebraska,65+,Male,AfricanAmerican,0.00208,2016
Nebraska,65+,Male,Hispanic,0.00168,2016
Nebraska,65+,Male,Asian,0.00144,2016
Nebraska,65+,Male,AmericanIndian,0.00192,2016
Nebraska,65+,Male,OtherPacific_Islander,0,2016
Nebraska,65+,Male,TwoOrMore_Races,0.0008,2016
Nebraska,65+,Female,NonHispanic_White,0.0007,2016
Nebraska,65+,Female,AfricanAmerican,0.0026,2016
Nebraska,65+,Female,Hispanic,0.0021,2016
Nebraska,65+,Female,Asian,0.0018,2016
Nebraska,65+,Female,AmericanIndian,0.0024,2016
Nebraska,65+,Female,OtherPacific_Islander,0,2016
Nebraska,65+,Female,TwoOrMore_Races,0.001,2016
Nevada,0-18,Male,NonHispanic_White,0.000616,2016
Nevada,0-18,Male,AfricanAmerican,0.001584,2016
Nevada,0-18,Male,Hispanic,0.00132,2016
Nevada,0-18,Male,Asian,0.000704,2016
Nevada,0-18,Male,AmericanIndian,0.002024,2016
Nevada,0-18,Male,OtherPacific_Islander,0.000792,2016
Nevada,0-18,Male,TwoOrMore_Races,0.000968,2016
Nevada,0-18,Female,NonHispanic_White,0.00077,2016
Nevada,0-18,Female,AfricanAmerican,0.00198,2016
Nevada,0-18,Female,Hispanic,0.00165,2016
Nevada,0-18,Female,Asian,0.00088,2016
Nevada,0-18,Female,AmericanIndian,0.00253,2016
Nevada,0-18,Female,OtherPacific_Islander,0.00099,2016
Nevada,0-18,Female,TwoOrMore_Races,0.00121,2016
Nevada,19-64,Male,NonHispanic_White,0.000616,2016
Nevada,19-64,Male,AfricanAmerican,0.001584,2016
Nevada,19-64,Male,Hispanic,0.00132,2016
Nevada,19-64,Male,Asian,0.000704,2016
Nevada,19-64,Male,AmericanIndian,0.002024,2016
Nevada,19-64,Male,OtherPacific_Islander,0.000792,2016
Nevada,19-64,Male,TwoOrMore_Races,0.000968,2016
Nevada,19-64,Female,NonHispanic_White,0.00077,2016
Nevada,19-64,Female,AfricanAmerican,0.00198,2016
Nevada,19-64,Female,Hispanic,0.00165,2016
Nevada,19-64,Female,Asian,0.00088,2016
Nevada,19-64,Female,AmericanIndian,0.00253,2016
Nevada,19-64,Female,OtherPacific_Islander,0.00099,2016
Nevada,19-64,Female,TwoOrMore_Races,0.00121,2016
Nevada,65+,Male,NonHispanic_White,0.000616,2016
Nevada,65+,Male,AfricanAmerican,0.001584,2016
Nevada,65+,Male,Hispanic,0.00132,2016
Nevada,65+,Male,Asian,0.000704,2016
Nevada,65+,Male,AmericanIndian,0.002024,2016
Nevada,65+,Male,OtherPacific_Islander,0.000792,2016
Nevada,65+,Male,TwoOrMore_Races,0.000968,2016
Nevada,65+,Female,NonHispanic_White,0.00077,2016
Nevada,65+,Female,AfricanAmerican,0.00198,2016
Nevada,65+,Female,Hispanic,0.00165,2016
Nevada,65+,Female,Asian,0.00088,2016
Nevada,65+,Female,AmericanIndian,0.00253,2016
Nevada,65+,Female,OtherPacific_Islander,0.00099,2016
Nevada,65+,Female,TwoOrMore_Races,0.00121,2016
New Hampshire,0-18,Male,NonHispanic_White,0.0001,2016
New Hampshire,0-18,Male,AfricanAmerican,0,2016
New Hampshire,0-18,Male,Hispanic,0,2016
New Hampshire,0-18,Male,Asian,0,2016
New Hampshire,0-18,Male,AmericanIndian,0,2016
New Hampshire,0-18,Male,OtherPacific_Islander,0.00045,2016
New Hampshire,0-18,Male,TwoOrMore_Races,0.000125,2016
New Hampshire,0-18,Female,NonHispanic_White,0.00012,2016
New Hampshire,0-18,Female,AfricanAmerican,0,2016
New Hampshire,0-18,Female,Hispanic,0,2016
New Hampshire,0-18,Female,Asian,0,2016
New Hampshire,0-18,Female,AmericanIndian,0,2016
New Hampshire,0-18,Female,OtherPacific_Islander,0.00054,2016
New Hampshire,0-18,Female,TwoOrMore_Races,0.00015,2016
New Hampshire,19-64,Male,NonHispanic_White,0.0001,2016
New Hampshire,19-64,Male,AfricanAmerican,0,2016
New Hampshire,19-64,Male,Hispanic,0,2016
New Hampshire,19-64,Male,Asian,0,2016
New Hampshire,19-64,Male,AmericanIndian,0,2016
New Hampshire,19-64,Male,OtherPacific_Islander,0.00045,2016
New Hampshire,19-64,Male,TwoOrMore_Races,0.000125,2016
New Hampshire,19-64,Female,NonHispanic_White,0.00012,2016
New Hampshire,19-64,Female,AfricanAmerican,0,2016
New Hampshire,19-64,Female,Hispanic,0,2016
New Hampshire,19-64,Female,Asian,0,2016
New Hampshire,19-64,Female,AmericanIndian,0,2016
New Hampshire,19-64,Female,OtherPacific_Islander,0.00054,2016
New Hampshire,19-64,Female,TwoOrMore_Races,0.00015,2016
New Hampshire,65+,Male,NonHispanic_White,0.0001,2016
New Hampshire,65+,Male,AfricanAmerican,0,2016
New Hampshire,65+,Male,Hispanic,0,2016
New Hampshire,65+,Male,Asian,0,2016
New Hampshire,65+,Male,AmericanIndian,0,2016
New Hampshire,65+,Male,OtherPacific_Islander,0.00045,2016
New Hampshire,65+,Male,TwoOrMore_Races,0.000125,2016
New Hampshire,65+,Female,NonHispanic_White,0.00012,2016
New Hampshire,65+,Female,AfricanAmerican,0,2016
New Hampshire,65+,Female,Hispanic,0,2016
New Hampshire,65+,Female,Asian,0,2016
New Hampshire,65+,Female,AmericanIndian,0,2016
New Hampshire,65+,Female,OtherPacific_Islander,0.00054,2016
New Hampshire,65+,Female,TwoOrMore_Races,0.00015,2016
New Jersey,0-18,Male,NonHispanic_White,0.00024,2016
New Jersey,0-18,Male,AfricanAmerican,0.00072,2016
New Jersey,0-18,Male,Hispanic,0.000672,2016
New Jersey,0-18,Male,Asian,0.00024,2016
New Jersey,0-18,Male,AmericanIndian,0.001296,2016
New Jersey,0-18,Male,OtherPacific_Islander,0.000528,2016
New Jersey,0-18,Male,TwoOrMore_Races,0.000384,2016
New Jersey,0-18,Female,NonHispanic_White,0.00032,2016
New Jersey,0-18,Female,AfricanAmerican,0.00096,2016
New Jersey,0-18,Female,Hispanic,0.000896,2016
New Jersey,0-18,Female,Asian,0.00032,2016
New Jersey,0-18,Female,AmericanIndian,0.001728,2016
New Jersey,0-18,Female,OtherPacific_Islander,0.000704,2016
New Jersey,0-18,Female,TwoOrMore_Races,0.000512,2016
New Jersey,19-64,Male,NonHispanic_White,0.00024,2016
New Jersey,19-64,Male,AfricanAmerican,0.00072,2016
New Jersey,19-64,Male,Hispanic,0.000672,2016
New Jersey,19-64,Male,Asian,0.00024,2016
New Jersey,19-64,Male,AmericanIndian,0.001296,2016
New Jersey,19-64,Male,OtherPacific_Islander,0.000528,2016
New Jersey,19-64,Male,TwoOrMore_Races,0.000384,2016
New Jersey,19-64,Female,NonHispanic_White,0.00032,2016
New Jersey,19-64,Female,AfricanAmerican,0.00096,2016
New Jersey,19-64,Female,Hispanic,0.000896,2016
New Jersey,19-64,Female,Asian,0.00032,2016
New Jersey,19-64,Female,AmericanIndian,0.001728,2016
New Jersey,19-64,Female,OtherPacific_Islander,0.000704,2016
New Jersey,19-64,Female,TwoOrMore_Races,0.000512,2016
New Jersey,65+,Male,NonHispanic_White,0.00024,2016
New Jersey,65+,Male,AfricanAmerican,0.00072,2016
New Jersey,65+,Male,Hispanic,0.000672,2016
New Jersey,65+,Male,Asian,0.00024,2016
New Jersey,65+,Male,AmericanIndian,0.001296,2016
New Jersey,65+,Male,OtherPacific_Islander,0.000528,2016
New Jersey,65+,Male,TwoOrMore_Races,0.000384,2016
New Jersey,65+,Female,NonHispanic_White,0.00032,2016
New Jersey,65+,Female,AfricanAmerican,0.00096,2016
New Jersey,65+,Female,Hispanic,0.000896,2016
New Jersey,65+,Female,Asian,0.00032,2016
New Jersey,65+,Female,AmericanIndian,0.001728,2016
New Jersey,65+,Female,OtherPacific_Islander,0.000704,2016
New Jersey,65+,Female,TwoOrMore_Races,0.000512,2016
New Mexico,0-18,Male,NonHispanic_White,0.00221,2016
New Mexico,0-18,Male,AfricanAmerican,0.003315,2016
New Mexico,0-18,Male,Hispanic,0.004641,2016
New Mexico,0-18,Male,Asian,0,2016
New Mexico,0-18,Male,AmericanIndian,0.006188,2016
New Mexico,0-18,Male,OtherPacific_Islander,0.003536,2016
New Mexico,0-18,Male,TwoOrMore_Races,0.003757,2016
New Mexico,0-18,Female,NonHispanic_White,0.00289,2016
New Mexico,0-18,Female,AfricanAmerican,0.004335,2016
New Mexico,0-18,Female,Hispanic,0.006069,2016
New Mexico,0-18,Female,Asian,0,2016
New Mexico,0-18,Female,AmericanIndian,0.008092,2016
New Mexico,0-18,Female,OtherPacific_Islander,0.004624,2016
New Mexico,0-18,Female,TwoOrMore_Races,0.004913,2016
New Mexico,19-64,Male,NonHispanic_White,0.00221,2016
New Mexico,19-64,Male,AfricanAmerican,0.003315,2016
New Mexico,19-64,Male,Hispanic,0.004641,2016
New Mexico,19-64,Male,Asian,0,2016
New Mexico,19-64,Male,AmericanIndian,0.006188,2016
New Mexico,19-64,Male,OtherPacific_Islander,0.003536,2016
New Mexico,19-64,Male,TwoOrMore_Races,0.003757,2016
New Mexico,19-64,Female,NonHispanic_White,0.00289,2016
New Mexico,19-64,Female,AfricanAmerican,0.004335,2016
New Mexico,19-64,Female,Hispanic,0.006069,2016
New Mexico,19-64,Female,Asian,0,2016
New Mexico,19-64,Female,AmericanIndian,0.008092,2016
New Mexico,19-64,Female,OtherPacific_Islander,0.004624,2016
New Mexico,19-64,Female,TwoOrMore_Races,0.004913,2016
New Mexico,65+,Male,NonHispanic_White,0.00221,2016
New Mexico,65+,Male,AfricanAmerican,0.003315,2016
New Mexico,65+,Male,Hispanic,0.004641,2016
New Mexico,65+,Male,Asian,0,2016
New Mexico,65+,Male,AmericanIndian,0.006188,2016
New Mexico,65+,Male,OtherPacific_Islander,0.003536,2016
New Mexico,65+,Male,TwoOrMore_Races,0.003757,2016
New Mexico,65+,Female,NonHispanic_White,0.00289,2016
New Mexico,65+,Female,AfricanAmerican,0.004335,2016
New Mexico,65+,Female,Hispanic,0.006069,2016
New Mexico,65+,Female,Asian,0,2016
New Mexico,65+,Female,AmericanIndian,0.008092,2016
New Mexico,65+,Female,OtherPacific_Islander,0.004624,2016
New Mexico,65+,Female,TwoOrMore_Races,0.004913,2016
New York,0-18,Male,NonHispanic_White,0.000864,2016
New York,0-18,Male,AfricanAmerican,0.001944,2016
New York,0-18,Male,Hispanic,0.00216,2016
New York,0-18,Male,Asian,0.001512,2016
New York,0-18,Male,AmericanIndian,0.00162,2016
New York,0-18,Male,OtherPacific_Islander,0.00162,2016
New York,0-18,Male,TwoOrMore_Races,0.001296,2016
New York,0-18,Female,NonHispanic_White,0.001152,2016
New York,0-18,Female,AfricanAmerican,0.002592,2016
New York,0-18,Female,Hispanic,0.00288,2016
New York,0-18,Female,Asian,0.002016,2016
New York,0-18,Female,AmericanIndian,0.00216,2016
New York,0-18,Female,OtherPacific_Islander,0.00216,2016
New York,0-18,Female,TwoOrMore_Races,0.001728,2016
New York,19-64,Male,NonHispanic_White,0.000864,2016
New York,19-64,Male,AfricanAmerican,0.001944,2016
New York,19-64,Male,Hispanic,0.00216,2016
New York,19-64,Male,Asian,0.001512,2016
New York,19-64,Male,AmericanIndian,0.00162,2016
New York,19-64,Male,OtherPacific_Islander,0.00162,2016
New York,19-64,Male,TwoOrMore_Races,0.001296,2016
New York,19-64,Female,NonHispanic_White,0.001152,2016
New York,19-64,Female,AfricanAmerican,0.002592,2016
New York,19-64,Female,Hispanic,0.00288,2016
New York,19-64,Female,Asian,0.002016,2016
New York,19-64,Female,AmericanIndian,0.00216,2016
New York,19-64,Female,OtherPacific_Islander,0.00216,2016
New York,19-64,Female,TwoOrMore_Races,0.001728,2016
New York,65+,Male,NonHispanic_White,0.000864,2016
New York,65+,Male,AfricanAmerican,0.001944,2016
New York,65+,Male,Hispanic,0.00216,2016
New York,65+,Male,Asian,0.001512,2016
New York,65+,Male,AmericanIndian,0.00162,2016
New York,65+,Male,OtherPacific_Islander,0.00162,2016
New York,65+,Male,TwoOrMore_Races,0.001296,2016
New York,65+,Female,NonHispanic_White,0.001152,2016
New York,65+,Female,AfricanAmerican,0.002592,2016
New York,65+,Female,Hispanic,0.00288,2016
New York,65+,Female,Asian,0.002016,2016
New York,65+,Female,AmericanIndian,0.00216,2016
New York,65+,Female,OtherPacific_Islander,0.00216,2016
New York,65+,Female,TwoOrMore_Races,0.001728,2016
North Carolina,0-18,Male,NonHispanic_White,0.00117,2016
North Carolina,0-18,Male,AfricanAmerican,0.00286,2016
North Carolina,0-18,Male,Hispanic,0.00312,2016
North Carolina,0-18,Male,Asian,0.00117,2016
North Carolina,0-18,Male,AmericanIndian,0.00286,2016
North Carolina,0-18,Male,OtherPacific_Islander,0.00234,2016
North Carolina,0-18,Male,TwoOrMore_Races,0.00169,2016
North Carolina,0-18,Female,NonHispanic_White,0.001521,2016
North Carolina,0-18,Female,AfricanAmerican,0.003718,2016
North Carolina,0-18,Female,Hispanic,0.004056,2016
North Carolina,0-18,Female,Asian,0.001521,2016
North Carolina,0-18,Female,AmericanIndian,0.003718,2016
North Carolina,0-18,Female,OtherPacific_Islander,0.003042,2016
North Carolina,0-18,Female,TwoOrMore_Races,0.002197,2016
North Carolina,19-64,Male,NonHispanic_White,0.00117,2016
North Carolina,19-64,Male,AfricanAmerican,0.00286,2016
