State,Age Group,Gender,Race,Total Cost,IP Actual Cost,OP Actual Cost,Prescribed Drugs,Hospice Benefits,Federally Qualified Health Center,Rehabilative Services,Home Health Services,Year
New Jersey,65+,Female,TwoOrMore_Races,2208800.418,939268.0262,419285.3884,112912.2099,97310.42749,48671.58073,29966.37108,1900.590383,2015
New Mexico,0-18,Male,NonHispanic_White,29035638.81,4987401.395,6228840.607,636313.5555,5967.464549,239034.7095,1324.58403,766721.9682,2015
New Mexico,0-18,Male,AfricanAmerican,1254006.187,215398.4711,269014.3899,27481.43896,257.7259455,10323.55467,57.20682023,33113.58494,2015
New Mexico,0-18,Male,Hispanic,36496417.46,6268926.424,7829356.488,799815.8852,7500.81921,300455.2647,1664.939148,963733.0596,2015
New Mexico,0-18,Male,Asian,1038183.164,178326.9242,222715.1774,22751.69576,213.3695513,8546.800453,47.36113604,27414.51097,2015
New Mexico,0-18,Male,AmericanIndian,6493296.132,1115342.232,1392967.687,142300.0326,1334.515653,53455.79495,296.2192917,171463.5184,2015
New Mexico,0-18,Male,OtherPacific_Islander,59537.38574,10226.63364,12772.19655,1304.756746,12.23624667,490.1390941,2.716050812,1572.158335,2015
New Mexico,0-18,Male,TwoOrMore_Races,1358196.612,233295.08,291365.7339,29764.76326,279.1393772,11181.29808,61.95990915,35864.86203,2015
New Mexico,0-18,Female,NonHispanic_White,30019258.43,5156356.034,6439850.596,657869.4959,6169.620088,247132.3178,1369.456019,792695.6613,2015
New Mexico,0-18,Female,AfricanAmerican,1296487.26,222695.3715,278127.5985,28412.40806,266.4567435,10673.27837,59.14477487,34235.35023,2015
New Mexico,0-18,Female,Hispanic,37732780.56,6481294.372,8094586.012,826910.6774,7754.919111,310633.5733,1721.341104,996380.7569,2015
New Mexico,0-18,Female,Asian,1073352.954,184367.9782,230259.9406,23522.43872,220.5977194,8836.334315,48.96555545,28343.2128,2015
New Mexico,0-18,Female,AmericanIndian,6713264.893,1153125.885,1440156.259,147120.6293,1379.724087,55266.67878,306.2541013,177272.0657,2015
New Mexico,0-18,Female,OtherPacific_Islander,61554.29128,10573.07402,13204.87114,1348.957059,12.65076527,506.7431865,2.808060528,1625.417222,2015
New Mexico,0-18,Female,TwoOrMore_Races,1404207.27,241198.251,301236.123,30773.08292,288.5955828,11560.07894,64.05888079,37079.83037,2015
New Mexico,19-64,Male,NonHispanic_White,66518110.54,11834158.45,14779858.45,1509851.492,14159.6626,567184.0707,3142.986908,1819285.944,2015
New Mexico,19-64,Male,AfricanAmerican,2872818.564,511099.756,638320.1716,65208.24718,611.5348322,24495.83902,135.7409443,78572.26235,2015
New Mexico,19-64,Male,Hispanic,83610102.3,14874974.5,18577579.36,1897811.538,17798.02265,712923.4097,3950.585108,2286755.932,2015
New Mexico,19-64,Male,Asian,2378386.882,423135.9998,528460.9136,53985.4628,506.2855139,20279.93794,112.3790013,65049.43975,2015
New Mexico,19-64,Male,AmericanIndian,14875573.87,2646495.769,3305248.366,337651.0128,3166.552766,126840.4721,702.8722485,406850.4386,2015
New Mexico,19-64,Male,OtherPacific_Islander,136394.9467,24265.86379,30306.00221,3095.940519,29.0342947,1163.007194,6.444673911,3730.433821,2015
New Mexico,19-64,Male,TwoOrMore_Races,3111509.72,553565.0176,691355.6755,70626.14309,662.3448479,26531.1016,147.0191236,85100.52154,2015
New Mexico,19-64,Female,NonHispanic_White,68771497.12,12235055.79,15280545.18,1560999.654,14639.33939,586398.1609,3249.459633,1880916.596,2015
New Mexico,19-64,Female,AfricanAmerican,2970138.989,528413.9178,659944.0887,67417.26045,632.2513614,25325.66708,140.3393434,81233.99883,2015
New Mexico,19-64,Female,Hispanic,86442502.08,15378883.4,19206918.76,1962102.346,18400.95357,737074.6074,4084.416261,2364222.731,2015
New Mexico,19-64,Female,Asian,2458957.798,437470.2762,546363.207,55814.28981,523.436587,20966.94693,116.1859846,67253.07321,2015
New Mexico,19-64,Female,AmericanIndian,15379503.07,2736149.218,3417217.907,349089.3753,3273.823815,131137.3562,726.6829502,420633.0206,2015
New Mexico,19-64,Female,OtherPacific_Islander,141015.501,25087.90114,31332.65703,3200.819487,30.01786879,1202.405559,6.662995532,3856.807066,2015
New Mexico,19-64,Female,TwoOrMore_Races,3216916.116,572317.7448,714776.2385,73018.69455,684.7826318,27429.87681,151.9995856,87983.41119,2015
New Mexico,65+,Male,NonHispanic_White,18218549.65,3324603.358,4152147.132,424166.8187,3977.913769,159340.6134,882.9681365,511097.1082,2015
New Mexico,65+,Male,AfricanAmerican,786832.1455,143584.6894,179325.078,18319.13596,171.8001974,6881.68483,38.13408458,22073.52627,2015
New Mexico,65+,Male,Hispanic,22899850.69,4178868.35,5219051.528,533157.5238,5000.048474,200283.5751,1109.848966,642424.7644,2015
New Mexico,65+,Male,Asian,651412.9632,118872.7844,148462.0082,15166.28764,142.2322109,5697.299904,31.57094836,18274.52175,2015
New Mexico,65+,Male,AmericanIndian,4074249.537,743487.4869,928552.7036,94857.24705,889.5885591,35633.64994,197.4598742,114297.636,2015
New Mexico,65+,Male,OtherPacific_Islander,37357.01581,6817.077244,8513.95029,869.7512623,8.156685929,326.7268762,1.810520336,1048.001247,2015
New Mexico,65+,Male,TwoOrMore_Races,852206.9232,155514.5746,194224.491,19841.20067,186.0743977,7453.456864,41.30249517,23907.52845,2015
New Mexico,65+,Female,NonHispanic_White,18835726.46,3437228.574,4292806.459,438536.0155,4112.670716,164738.4817,912.8798182,528411.1803,2015
New Mexico,65+,Female,AfricanAmerican,813487.0968,148448.8055,185399.9457,18939.72026,177.6201501,7114.810758,39.42592576,22821.29537,2015
New Mexico,65+,Female,Hispanic,23675612.6,4320432.892,5395853.613,551218.9209,5169.431549,207068.4389,1147.446528,664187.7299,2015
New Mexico,65+,Female,Asian,673480.4154,122899.753,153491.3497,15680.06514,147.05051,5890.303268,32.64045486,18893.59468,2015
New Mexico,65+,Female,AmericanIndian,4212269.982,768674.0821,960008.6211,98070.65833,919.7245161,36840.78568,204.1490815,118169.6155,2015
New Mexico,65+,Female,OtherPacific_Islander,38622.53278,7048.014506,8802.371311,899.2152053,8.433004159,337.7951695,1.871854042,1083.503638,2015
New Mexico,65+,Female,TwoOrMore_Races,881076.5292,160782.8309,200804.0955,20513.34687,192.3779074,7705.952305,42.70167034,24717.42673,2015
New York,0-18,Male,NonHispanic_White,266390055.6,277538874,82171415.93,45496383.71,6275728.478,0,9.249318118,34633477.32,2015
New York,0-18,Male,AfricanAmerican,67711697.55,70545532.39,20886538.16,11564385.79,1595180.524,0,2.351015054,8803224.789,2015
New York,0-18,Male,Hispanic,90059674,93828804.74,27780057,15381165.32,2121663.511,0,3.126958221,11708694.11,2015
New York,0-18,Male,Asian,40451914.86,42144887.42,12477909.93,6908725.764,952983.1491,0,1.404529265,5259169.576,2015
New York,0-18,Male,AmericanIndian,996705.8994,1038419.518,307446.6681,170226.0016,23480.81494,0,0.034606584,129582.1313,2015
New York,0-18,Male,OtherPacific_Islander,145919.7222,152026.6787,45010.80252,24921.42456,3437.637919,0,0.005066473,18971.08125,2015
New York,0-18,Male,TwoOrMore_Races,10812898.74,11265434.57,3335376.756,1846719.799,254734.7963,0,0.37543421,1405789.275,2015
New York,0-18,Female,NonHispanic_White,283842901.8,295722147.7,87554969.3,48477130.82,6686889.937,0,9.855297669,36902528.8,2015
New York,0-18,Female,AfricanAmerican,72147906.1,75167402.83,22254943.36,12322039.62,1699690.583,0,2.505044467,9379978.03,2015
New York,0-18,Female,Hispanic,95960035.53,99976105.15,29600098.9,16388879.78,2260666.699,0,3.33182443,12475802.47,2015
New York,0-18,Female,Asian,43102167.88,44906057.44,13295414.33,7361358.756,1015418.919,0,1.49654859,5603730.026,2015
New York,0-18,Female,AmericanIndian,1062006.215,1106452.748,327589.3847,181378.5509,25019.18712,0,0.036873874,138071.8513,2015
New York,0-18,Female,OtherPacific_Islander,155479.8181,161986.8788,47959.73622,26554.17991,3662.85866,0,0.005398408,20213.99312,2015
New York,0-18,Female,TwoOrMore_Races,11521318.05,12003502.27,3553897.742,1967709.739,271424.0349,0,0.400031208,1497891.152,2015
New York,19-64,Male,NonHispanic_White,742956823.2,775154220.7,229501254.9,127069456.4,17527841.59,0,25.83295044,96729822.85,2015
New York,19-64,Male,AfricanAmerican,188846642.9,197030658.8,58335208.96,32298835.56,4455271.07,0,6.566284626,24587030.82,2015
New York,19-64,Male,Hispanic,251174726.2,262059844,77588512.64,42958937.77,5925715.565,0,8.733460749,32701882.55,2015
New York,19-64,Male,Asian,112819624.9,117708870.4,34850269.48,19295775.97,2661641.231,0,3.922790246,14688635.99,2015
New York,19-64,Male,AmericanIndian,2779793.888,2900261.359,858685.412,475433.9518,65580.91319,0,0.096654712,361917.3578,2015
New York,19-64,Male,OtherPacific_Islander,406967.3435,424604.0203,125713.2489,69604.47433,9601.175876,0,0.014150442,52985.41963,2015
New York,19-64,Male,TwoOrMore_Races,30156969.93,31463877.57,9315564.817,5157809.521,711463.4056,0,1.048571714,3926309.4,2015
New York,19-64,Female,NonHispanic_White,791632480.8,825939327.3,244537289.5,135394555.8,18676197.98,0,27.52542544,103067186.7,2015
New York,19-64,Female,AfricanAmerican,201219144.6,209939345.5,62157106.24,34414930.35,4747163.2,0,6.9964822,26197877.99,2015
New York,19-64,Female,Hispanic,267630722.8,279228991.4,82671811.91,45773441.22,6313945.531,0,9.30564332,34844383.42,2015
New York,19-64,Female,Asian,120211130.4,125420700.4,37133524.35,20559960.58,2836021.671,0,4.179796291,15650978.61,2015
New York,19-64,Female,AmericanIndian,2961915.233,3090275.266,914943.1593,506582.5455,69877.52098,0,0.102987155,385628.7834,2015
New York,19-64,Female,OtherPacific_Islander,433630.2699,452422.4335,133949.4948,74164.69029,10230.20779,0,0.015077524,56456.8194,2015
New York,19-64,Female,TwoOrMore_Races,32132737.96,33525269.14,9925884.596,5495729.253,758075.7363,0,1.117270077,4183546.007,2015
New York,65+,Male,NonHispanic_White,176926435.9,189735807.6,56175409.73,31103005.44,4290319.385,0,6.323174904,23676722.09,2015
New York,65+,Male,AfricanAmerican,44971608.6,48227527.08,14278807.61,7905840.525,1090524.224,0,1.607240577,6018209.056,2015
New York,65+,Male,Hispanic,59814309.14,64144830.56,18991471.27,10515131.74,1450447.406,0,2.137703936,8004495.016,2015
New York,65+,Male,Asian,26866667.77,28811798.99,8530359.313,4723059.669,651494.4189,0,0.960187993,3595362.237,2015
New York,65+,Male,AmericanIndian,661975.2454,709901.8706,210181.8784,116372.7713,16052.35087,0,0.023658337,88587.12286,2015
New York,65+,Male,OtherPacific_Islander,96914.49002,103931.0431,30771.04423,17037.20473,2350.096033,0,0.003463628,12969.33064,2015
New York,65+,Male,TwoOrMore_Races,7181527.972,7701466.447,2280186.532,1262485.747,174146.0993,0,0.256660669,961049.3824,2015
New York,65+,Female,NonHispanic_White,188517971.7,202166563.9,59855805.32,33140754.06,4571404.518,0,6.737444869,25227929.35,2015
New York,65+,Female,AfricanAmerican,47917974.47,51387208.13,15214299.86,8423800.62,1161971.153,0,1.712540763,6412498.838,2015
New York,65+,Female,Hispanic,63733111.35,68347351.77,20235719.01,11204042.51,1545475.11,0,2.27775803,8528918.573,2015
New York,65+,Female,Asian,28626867.94,30699436.63,9089235.464,5032496.272,694177.8136,0,1.023095797,3830916.465,2015
New York,65+,Female,AmericanIndian,705345.3032,756411.8956,223952.1822,123997.0652,17104.03882,0,0.02520834,94391.00853,2015
New York,65+,Female,OtherPacific_Islander,103263.9526,110740.2031,32787.04404,18153.41649,2504.065236,0,0.003690551,13819.03103,2015
New York,65+,Female,TwoOrMore_Races,7652033.91,8206036.743,2429575.535,1345198.93,185555.4782,0,0.273476084,1024013.621,2015
North Carolina,0-18,Male,NonHispanic_White,122331429.9,73941140.22,38989220.68,122769398.4,5009045.662,3370581.653,755634.2093,3162674.855,2015
North Carolina,0-18,Male,AfricanAmerican,40629485.62,24557797.58,12949345.74,40774946.49,1663635.82,1119458.825,250965.9968,1050407.509,2015
North Carolina,0-18,Male,Hispanic,17496450,10575429.91,5576432.409,17559090.44,716418.643,482077.365,108074.5658,452341.4999,2015
North Carolina,0-18,Male,Asian,5103049.219,3084450.809,1626433.308,5121319.054,208952.0786,140603.6379,31521.24164,131930.8167,2015
North Carolina,0-18,Male,AmericanIndian,2033738.365,1229258.366,648188.8915,2041019.515,83274.49738,56035.32329,12562.28496,52578.90958,2015
North Carolina,0-18,Male,OtherPacific_Islander,43312.91775,26179.75223,13804.60369,43467.9858,1773.513013,1193.395075,267.5414028,1119.783166,2015
North Carolina,0-18,Male,TwoOrMore_Races,3996601.047,2415677.138,1273788.431,4010909.598,163646.8825,110117.8183,24686.77489,103325.4467,2015
North Carolina,0-18,Female,NonHispanic_White,131173379.3,79285505.28,41807308.52,131643003.6,5371092.67,3614202.711,810250.4223,3391268.692,2015
North Carolina,0-18,Female,AfricanAmerican,43566129.59,26332801.8,13885306.84,43722104.17,1783881.155,1200371.787,269105.4777,1126329.535,2015
North Carolina,0-18,Female,Hispanic,18761069.61,11339807.61,5979489.36,18828237.62,768200.4082,516921.2613,115886.0484,485036.1283,2015
North Carolina,0-18,Female,Asian,5471890.676,3307390.718,1743989.695,5491481.03,224054.8507,150766.2776,33799.55412,141466.5967,2015
North Carolina,0-18,Female,AmericanIndian,2180734.209,1318107.489,695039.103,2188541.63,89293.46479,60085.48025,13470.26983,56379.24165,2015
North Carolina,0-18,Female,OtherPacific_Islander,46443.51654,28071.98912,14802.38167,46609.79269,1901.700121,1279.652048,286.8789315,1200.719571,2015
North Carolina,0-18,Female,TwoOrMore_Races,4285469.936,2590278.996,1365856.127,4300812.689,175475.0567,118076.9844,26471.10141,110793.6695,2015
North Carolina,19-64,Male,NonHispanic_White,302639109.3,183766849.8,96900402.63,305120336.6,12449044.45,8376949.157,1877987.245,7860235.766,2015
North Carolina,19-64,Male,AfricanAmerican,100514408.7,61033804.53,32183172.54,101338489.6,4134655.118,2782205.159,623728.9618,2610591.05,2015
North Carolina,19-64,Male,Hispanic,43284951.8,26283249.55,13859177.9,43639829.27,1780524.303,1198112.964,268599.0834,1124210.043,2015
North Carolina,19-64,Male,Asian,12624574.67,7665824.555,4042195.243,12728078.93,519311.2403,349443.9973,78340.14,327889.3251,2015
North Carolina,19-64,Male,AmericanIndian,5031321.616,3055091.345,1610952.039,5072571.581,206963.1602,139265.2968,31221.20548,130675.0281,2015
North Carolina,19-64,Male,OtherPacific_Islander,107153.0257,65064.86891,34308.75592,108031.5341,4407.734292,2965.959854,664.9240277,2783.011247,2015
North Carolina,19-64,Male,TwoOrMore_Races,9887301.918,6003712.904,3165762.478,9968364.287,406713.6642,273677.2047,61354.35347,256796.0378,2015
North Carolina,19-64,Female,NonHispanic_White,324513452.6,197049267.7,103904232,327174019.6,13348844.46,8982423.65,2013725.609,8428362.917,2015
North Carolina,19-64,Female,AfricanAmerican,107779453.5,65445244.92,34509328.49,108663097.8,4433502.367,2983299.164,668811.2429,2799281.021,2015
North Carolina,19-64,Female,Hispanic,46413529.24,28182967.08,14860900.43,46794056.78,1909218.178,1284710.94,288013.0598,1205466.416,2015
North Carolina,19-64,Female,Asian,13537061.75,8219899.928,4334359.618,13648047.17,556846.3504,374701.3342,84002.45877,351588.7196,2015
North Carolina,19-64,Female,AmericanIndian,5394978.7,3275909.192,1727389.462,5439210.156,221922.1759,149331.203,33477.83176,140120.0414,2015
North Carolina,19-64,Female,OtherPacific_Islander,114897.9007,69767.66915,36788.54614,115839.9065,4726.319332,3180.335398,712.9838322,2984.163515,2015
North Carolina,19-64,Female,TwoOrMore_Races,10601942.65,6437653.108,3394579.485,10688864.1,436110.3748,293458.2208,65788.9627,275356.9062,2015
North Carolina,65+,Male,NonHispanic_White,75760091.17,47303092.01,24942957.17,78540473.31,3204485.989,2156295.313,483409.2959,2023289.054,2015
North Carolina,65+,Male,AfricanAmerican,25161919.04,15710601.1,8284212.164,26085357.08,1064294.086,716162.3917,160552.9426,671987.5147,2015
North Carolina,65+,Male,Hispanic,10835585.33,6765523.669,3567465.887,11233249.43,458321.5364,308404.0885,69139.60365,289380.8714,2015
North Carolina,65+,Male,Asian,3160328.253,1973246.017,1040494.158,3276311.749,133674.9659,89949.74654,20165.39357,84401.3974,2015
North Carolina,65+,Male,AmericanIndian,1259498.104,786405.5306,414672.2472,1305721.465,53274.01227,35848.02784,8036.593966,33636.82234,2015
North Carolina,65+,Male,OtherPacific_Islander,26823.77375,16748.23008,8831.354732,27808.20157,1134.586902,763.4623549,171.1568899,716.3698854,2015
North Carolina,65+,Male,TwoOrMore_Races,2475102.76,1545404.867,814893.1867,2565938.6,104691.4278,70446.75365,15793.11302,66101.40306,2015
North Carolina,65+,Female,NonHispanic_White,81235927.52,50722095.17,26745800.19,84217271.91,3436101.878,2312149.405,518349.4624,2169529.636,2015
North Carolina,65+,Female,AfricanAmerican,26980588.33,16846141.98,8882983.753,27970771.22,1141219.816,767925.6354,172157.4909,720557.8584,2015
North Carolina,65+,Female,Hispanic,11618766.7,7254526.519,3825317.469,12045173.42,491448.3937,330695.1166,74136.92017,310296.9273,2015
North Carolina,65+,Female,Asian,3388752.481,2115869.555,1115699.66,3513119.106,143336.8107,96451.19189,21622.92079,90501.81562,2015
North Carolina,65+,Female,AmericanIndian,1350532.914,843245.8528,444644.1933,1400097.236,57124.58543,38439.07454,8617.468048,36068.04612,2015
North Carolina,65+,Female,OtherPacific_Islander,28762.55964,17958.76937,9469.673042,29818.14056,1216.593301,818.6443756,183.5278771,768.1481264,2015
North Carolina,65+,Female,TwoOrMore_Races,2653999.821,1657104.629,873792.5579,2751401.152,112258.3818,75538.5492,16934.61775,70879.12258,2015
North Dakota,0-18,Male,NonHispanic_White,7351635.636,6355659.712,3150777.31,4811498.243,621453.9278,190137.7053,1087677.374,728151.0171,2015
North Dakota,0-18,Male,AfricanAmerican,115034.3753,99449.88852,49301.64081,75287.69404,9724.171312,2975.170863,17019.38091,11393.70903,2015
North Dakota,0-18,Male,Hispanic,288759.7583,249639.5161,123757.18,188987.4769,24409.65452,7468.286045,42722.11942,28600.53492,2015
North Dakota,0-18,Male,Asian,99774.71324,86257.55637,42761.62724,65300.55095,8434.23022,2580.505341,14761.70793,9882.298651,2015
North Dakota,0-18,Male,AmericanIndian,420227.6158,363296.5315,180101.9124,275030.5558,35522.99316,10868.48132,62172.84045,41621.91667,2015
North Dakota,0-18,Male,OtherPacific_Islander,12912.02171,11162.74259,5533.857642,8450.659535,1091.488617,333.94775,1910.338673,1278.885708,2015
North Dakota,0-18,Male,TwoOrMore_Races,238285.4916,206003.3405,102124.8274,155953.0805,20142.92629,6162.853931,35254.43188,23601.25443,2015
North Dakota,0-18,Female,NonHispanic_White,7100943.866,6138930.856,3043335.378,4647425.501,600262.2648,183653.9838,1050587.428,703320.9689,2015
North Dakota,0-18,Female,AfricanAmerican,111111.6875,96058.63386,47620.44819,72720.37349,9392.575755,2873.717134,16439.01771,11005.18201,2015
North Dakota,0-18,Female,Hispanic,278913.0115,241126.7748,119537.0434,182542.9783,23577.282,7213.61648,41265.28936,27625.25281,2015
North Dakota,0-18,Female,Asian,96372.38202,83316.16203,41303.44996,63073.79333,8146.621828,2492.509759,14258.33169,9545.31093,2015
North Dakota,0-18,Female,AmericanIndian,405897.7972,350908.0706,173960.4128,265651.9766,34311.65429,10497.86463,60052.73818,40202.60368,2015
North Dakota,0-18,Female,OtherPacific_Islander,12471.72003,10782.09156,5345.152348,8162.490901,1054.268707,322.5600865,1845.195866,1235.275532,2015
North Dakota,0-18,Female,TwoOrMore_Races,230159.9241,198978.5987,98642.35696,150635.0594,19456.04978,5952.699778,34052.25098,22796.44846,2015
North Dakota,19-64,Male,NonHispanic_White,18321525.95,16025907.53,7944740.296,12132277.28,1567006.988,479435.5615,2742597.59,1836045.571,2015
North Dakota,19-64,Male,AfricanAmerican,286685.2216,250764.6396,124314.9527,189839.2421,24519.66866,7501.945557,42914.66771,28729.43733,2015
North Dakota,19-64,Male,Hispanic,719638.4134,629470.4219,312055.9018,476535.2404,61549.37235,18831.41436,107724.574,72116.75085,2015
North Dakota,19-64,Male,Asian,248655.5493,217499.9425,107824.1937,164656.4855,21267.05955,6506.789514,37221.90567,24918.38952,2015
North Dakota,19-64,Male,AmericanIndian,1047278.667,916058.5815,454130.1335,693494.3742,89571.85082,27405.06642,156769.9086,104950.3935,2015
North Dakota,19-64,Male,OtherPacific_Islander,32178.95344,28147.05139,13953.71919,21308.48636,2752.207707,842.0551136,4816.952498,3224.732761,2015
North Dakota,19-64,Male,TwoOrMore_Races,593847.959,519441.0392,257509.545,393238.4301,50790.74222,15539.74437,88894.66883,59510.97733,2015
North Dakota,19-64,Female,NonHispanic_White,17696759.43,15479421.92,7673823.577,11718564.98,1513571.838,463086.744,2649074.642,1773436.169,2015
North Dakota,19-64,Female,AfricanAmerican,276909.2167,242213.5315,120075.796,183365.6983,23683.54464,7246.128199,41451.27173,27749.75963,2015
North Dakota,19-64,Female,Hispanic,695098.6461,608005.3954,301414.7533,460285.3242,59450.53042,18189.26058,104051.1515,69657.55988,2015
North Dakota,19-64,Female,Asian,240176.3615,210083.1651,104147.3741,159041.6771,20541.84994,6284.907111,35952.63365,24068.66907,2015
North Dakota,19-64,Female,AmericanIndian,1011566.322,884820.8599,438644.2345,669846.1222,86517.43858,26470.54995,151424.0335,101371.5709,2015
North Dakota,19-64,Female,OtherPacific_Islander,31081.64678,27187.23313,13477.89547,20581.86409,2658.357051,813.3409203,4652.693766,3114.768938,2015
North Dakota,19-64,Female,TwoOrMore_Races,573597.6632,501728.0295,248728.4346,379828.9464,49058.77104,15009.83698,85863.34859,57481.64495,2015
North Dakota,65+,Male,NonHispanic_White,4197997.754,3750055.164,1859065.661,2838947.434,366678.9314,112187.7061,641766.6044,429633.8391,2015
North Dakota,65+,Male,AfricanAmerican,65687.9738,58678.81305,29089.64311,44422.29739,5737.591454,1755.451891,10042.01297,6722.675432,2015
North Dakota,65+,Male,Hispanic,164890.2199,147295.796,73020.94086,111509.0322,14402.52549,4406.542502,25207.50194,16875.28731,2015
North Dakota,65+,Male,Asian,56974.26299,50894.88887,25230.8129,38529.54365,4976.482383,1522.585824,8709.909208,5830.891956,2015
North Dakota,65+,Male,AmericanIndian,239962.19,214357.2966,106266.2473,162277.3721,20959.77286,6412.773235,36684.0882,24558.34494,2015
North Dakota,65+,Male,OtherPacific_Islander,7373.139916,6586.397383,3265.164022,4986.176238,644.0153673,197.0405184,1127.164721,754.5860178,2015
North Dakota,65+,Male,TwoOrMore_Races,136067.9457,121548.9699,60257.11786,92017.61602,11885.01087,3636.293203,20801.31258,13925.54197,2015
North Dakota,65+,Female,NonHispanic_White,4054845.463,3622177.776,1795671.27,2742138.943,354175.1302,108362.0901,619882.2763,414983.267,2015
North Dakota,65+,Female,AfricanAmerican,63448.005,56677.85758,28097.68234,42907.49104,5541.938809,1695.590744,9699.578968,6493.43129,2015
North Dakota,65+,Female,Hispanic,159267.4411,142272.9894,70530.9169,107706.5591,13911.39742,4256.278806,24347.92272,16299.83773,2015
North Dakota,65+,Female,Asian,55031.43291,49159.36627,24370.43876,37215.681,4806.783661,1470.665441,8412.900126,5632.057751,2015
North Dakota,65+,Female,AmericanIndian,231779.4468,207047.6838,102642.5539,156743.6917,20245.04177,6194.0968,35433.15582,23720.90206,2015
North Dakota,65+,Female,OtherPacific_Islander,7121.714847,6361.800341,3153.821487,4816.146953,622.0543561,190.32141,1088.728252,728.8545325,2015
North Dakota,65+,Female,TwoOrMore_Races,131428.0104,117404.1336,58202.34199,88879.80286,11479.73039,3512.295113,20091.98501,13450.6791,2015
Ohio,0-18,Male,NonHispanic_White,204175926.6,75788395.76,25537183.02,40125210.38,11409792.36,1552590.239,59720239.04,27980047.8,2015
Ohio,0-18,Male,AfricanAmerican,30521656.71,11329383.62,3817478.125,5998199.283,1705616.188,232092.1328,8927402.289,4182654.772,2015
Ohio,0-18,Male,Hispanic,8957664.017,3325009.94,1120374.518,1760384.582,500573.6385,68115.67821,2620063.223,1227548.573,2015
Ohio,0-18,Male,Asian,5080533.682,1885851.597,635444.7394,998440.346,283911.2101,38633.28617,1486025.757,696230.8321,2015
Ohio,0-18,Male,AmericanIndian,332519.3461,123428.3993,41589.66015,65347.60947,18581.90022,2528.536539,97259.92266,45568.09097,2015
Ohio,0-18,Male,OtherPacific_Islander,81433.30924,30227.36309,10185.22289,16003.4962,4550.669441,619.2334382,23818.75657,11159.53248,2015
Ohio,0-18,Male,TwoOrMore_Races,6308819.43,2341780.991,789071.8514,1239826.414,352550.4742,47973.39053,1845292.002,864553.7804,2015
Ohio,0-18,Female,NonHispanic_White,214485557.9,79615244.63,26826654.05,42151287.26,11985916.86,1630986.518,62735744.61,29392868.5,2015
Ohio,0-18,Female,AfricanAmerican,32062813.06,11901447.96,4010237.343,6301071.536,1791739.338,243811.3612,9378181.317,4393853.169,2015
Ohio,0-18,Female,Hispanic,9409971.076,3492902.536,1176946.556,1849273.199,525849.5353,71555.10193,2752360.336,1289532.243,2015
Ohio,0-18,Female,Asian,5337069.454,1981075.529,667530.7991,1048855.456,298246.9839,40584.03003,1561060.938,731386.2163,2015
Ohio,0-18,Female,AmericanIndian,349309.5324,129660.776,43689.68275,68647.26271,19520.17214,2656.212117,102170.9519,47868.99991,2015
Ohio,0-18,Female,OtherPacific_Islander,85545.1916,31753.65942,10699.51414,16811.57454,4780.450321,650.5009266,25021.4576,11723.02039,2015
Ohio,0-18,Female,TwoOrMore_Races,6627376.094,2460026.559,828915.1374,1302430.039,370352.1096,50395.75235,1938467.924,908208.4405,2015
Ohio,19-64,Male,NonHispanic_White,513061126.3,191251954.6,64443060.44,101255935.5,28792601.68,3917960.196,150703974.3,70607627.71,2015
Ohio,19-64,Male,AfricanAmerican,76695993.64,28589690.27,9633402.921,15136450.98,4304121.053,585684.3071,22528292.36,10554925.89,2015
Ohio,19-64,Male,Hispanic,22509162.88,8390659.859,2827264.179,4442329.049,1263197.167,171889.8581,6611727.396,3097717.818,2015
Ohio,19-64,Male,Asian,12766560.57,4758944.961,1603544.279,2519563.395,716449.7062,97491.06601,3749984.781,1756937.934,2015
Ohio,19-64,Male,AmericanIndian,835567.4101,311471.4645,104951.4733,164904.639,46891.40998,6380.759886,245435.3351,114991.0402,2015
Ohio,19-64,Male,OtherPacific_Islander,204628.7535,76278.72599,25702.40163,40384.80954,11483.61061,1562.635074,60106.61269,28161.07108,2015
Ohio,19-64,Male,TwoOrMore_Races,15853044.26,5909482.411,1991222.171,3128700.939,889660.8328,121060.8117,4656592.855,2181700.756,2015
Ohio,19-64,Female,NonHispanic_White,538967564.6,200909004.6,67697039.51,106368738.9,30246451.37,4115793.141,158313600.1,74172879.59,2015
Ohio,19-64,Female,AfricanAmerican,80568670.64,30033294.18,10119830.65,15900748.86,4521452.752,615257.7702,23665832.87,11087884.87,2015
Ohio,19-64,Female,Hispanic,23645737.47,8814336.689,2970023.669,4666639.404,1326980.871,180569.2411,6945579.053,3254133.558,2015
Ohio,19-64,Female,Asian,13411193.53,4999242.476,1684513.425,2646785.884,752626.0195,102413.7665,3939335.998,1845652.518,2015
Ohio,19-64,Female,AmericanIndian,877758.4365,327198.8619,110250.8786,173231.3112,49259.13841,6702.949101,257828.3133,120797.3821,2015
Ohio,19-64,Female,OtherPacific_Islander,214961.2497,80130.33353,27000.21518,42423.99458,12063.46247,1641.538555,63141.62776,29583.03234,2015
Ohio,19-64,Female,TwoOrMore_Races,16653525.71,6207875.006,2091766.67,3286681.136,934583.2451,127173.6398,4891722.217,2291863.256,2015
Ohio,65+,Male,NonHispanic_White,133438225.5,51298007.33,17285055.17,27159083.07,7722813.057,1050883.643,40422141.54,18938528.56,2015
